phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D015179	species	1800	Mycobacterium chubuense	Bacteria	3	0.00284890333333333	0.00310636	0.00105474075982363	
D015179	species	1894	Streptomyces aureofaciens	Bacteria	3	0.00617976033333333	0.0040868	0.00724515100329319	
D015179	species	1963	Streptomyces olivochromogenes	Bacteria	3	0.0101377589666667	0.00192082	0.0159151785716002	
D015179	species	2001	Streptosporangium roseum	Bacteria	3	0.000925508	0.000634443	0.000540700813591953	
D015179	species	2006	Thermobispora bispora	Bacteria	3	0.0008568529	0.000211481	0.00126722346841294	
D015179	species	2014	Nocardiopsis dassonvillei	Bacteria	3	0.00144842666666667	0.000670659	0.00138791984075606	
D015179	species	2026	Thermoactinomyces vulgaris	Bacteria	3	0.00220300096666667	0.000732086	0.00319300808264956	
D015179	species	2061	Tsukamurella paurometabola	Bacteria	3	0.00170045533333333	0.000732086	0.00187376806427726	
D015179	species	2102	Mycoplasma mycoides	Bacteria	3	0.000187994666666667	0.000197564	2.94606270526161E-05	
D015179	species	2105	Mycoplasma leachii	Bacteria	3	0.00250434	0.00232629	0.000829748328651525	
D015179	species	2115	Mycoplasma fermentans	Bacteria	3	0.000413199	0.000422277	0.000211242346083829	
D015179	species	2130	Ureaplasma urealyticum	Bacteria	3	0.0020781023	0.00177377	0.00223530377730206	
D015179	species	2151	Mesoplasma florum	Bacteria	3	0.00424169	0.00359517	0.00323088456661639	
D015179	species	2180	Methanothermus fervidus	Archaea	3	0.001170224	0.00083894	0.000907878036857374	
D015179	species	2298	Desulfobacterium vacuolatum	Bacteria	3	0.000967913966666667	0.000413488	0.00131481902213042	
D015179	species	2331	Halanaerobium praevalens	Bacteria	3	0.002025025	0.00232409	0.00111571516843458	
D015179	species	2337	Thermotoga neapolitana	Bacteria	3	0.200340666666667	0.158348	0.0886697986990685	
D015179	species	2756	Brochothrix thermosphacta	Bacteria	3	0.0400878536666667	0.00177377	0.0673603046920972	
D015179	species	13160	Brevundimonas bullata	Bacteria	3	0.00899632666666667	0.00768329	0.00641277836822959	
D015179	species	13276	Suttonella indologenes	Bacteria	3	0.00158311	0.00159104	0.000301443239930837	
D015179	species	13690	Sphingobium yanoikuyae	Bacteria	3	0.00752040666666667	0.00545316	0.00368210378595353	
D015179	species	28035	Staphylococcus lugdunensis	Bacteria	3	0.00174852666666667	0.00148037	0.000540579598609986	
D015179	species	28080	Campylobacter upsaliensis	Bacteria	3	0.00243768166666667	0.00201845	0.00220992029365503	
D015179	species	28156	Bisgaard Taxon 14	Bacteria	3	0.00358445666666667	0.00271835	0.00206100424003284	
D015179	species	28187	Acetohalobium arabaticum	Bacteria	3	0.00249543733333333	0.000309878	0.0038831726675554	
D015179	species	28213	Sphingomonas parapaucimobilis	Bacteria	3	0.0127502926666667	0.00768329	0.0155042538534314	
D015179	species	28252	Halomonas halodenitrificans	Bacteria	3	0.0169897933333333	0.0151837	0.0155084373763488	
D015179	species	28450	Burkholderia pseudomallei	Bacteria	3	0.00962130166666667	0.0112085	0.00847254231034041	
D015179	species	28898	Campylobacter helveticus	Bacteria	3	0.00120459633333333	0.00125401	0.000969695217112229	
D015179	species	29329	Thermoanaerobacterium xylanolyticum	Bacteria	3	0.00388180666666667	0.00433829	0.000797686098934495	
D015179	species	29346	[Clostridium] paradoxum	Bacteria	3	0.00168307596666667	0.000211481	0.00272473529254548	
D015179	species	29359	Asaccharospora irregularis	Bacteria	3	0.000402970966666667	0.000506362	0.000352287396374613	
D015179	species	29405	Microlunatus phosphovorus	Bacteria	3	0.00414445666666667	0.00454396	0.00227926695146342	
D015179	species	29438	Pseudomonas savastanoi	Bacteria	3	0.00314838666666667	0.00296073	0.000503285976392482	
D015179	species	29471	Pectobacterium atrosepticum	Bacteria	3	0.009019515	0.000211481	0.01526801646403	
D015179	species	29501	Mycoplasma haemofelis	Bacteria	3	0.001301813	0.000929634	0.00107018832620105	
D015179	species	29519	Borreliella garinii	Bacteria	3	0.000732874	0.000592691	0.000603814846502634	
D015179	species	29534	Flavobacterium saccharophilum	Bacteria	3	0.0117549123	0.00155248	0.0190221055478418	
D015179	species	31899	Caldicellulosiruptor bescii	Bacteria	3	0.000187994666666667	0.000197564	2.94606270526161E-05	
D015179	species	32051	Synechococcus sp. WH 7803	Bacteria	3	0.00295820896666667	0.00357705	0.00269211605987153	
D015179	species	33045	Bartonella grahamii	Bacteria	3	0.00157938	0.00148037	0.000551027271829626	
D015179	species	33056	Candidatus Kinetoplastibacterium crithidii	Bacteria	3	0.00118943933333333	0.00148037	0.000776129774471598	
D015179	species	33072	Gloeobacter violaceus	Bacteria	3	0.0109203936666667	0.000464817	0.0183415246682584	
D015179	species	33883	Microbacterium arborescens	Bacteria	3	0.00774398666666667	0.00768329	0.00464236260197686	
D015179	species	33909	Pseudonocardia saturnea	Bacteria	3	0.421001196666667	0.00231685	0.725832271976059	
D015179	species	33910	Amycolatopsis mediterranei	Bacteria	3	0.0021256093	0.000211481	0.00349081873754991	
D015179	species	33942	Brevibacillus thermoruber	Bacteria	3	0.0314518516666667	0.00192082	0.0520148761646974	
D015179	species	33943	Kyrpidia tusciae	Bacteria	3	0.00730756666666667	0.00790255	0.00159698555279418	
D015179	species	33970	Melissococcus plutonius	Bacteria	3	0.0146910266666667	0.0176631	0.0101772641123306	
D015179	species	34004	Paracoccus aminovorans	Bacteria	3	0.00651927796666667	0.00588582	0.00683693784011442	
D015179	species	34029	Leptothrix cholodnii	Bacteria	3	0.00204028966666667	0.00237076	0.00174376182841876	
D015179	species	34071	Telluria mixta	Bacteria	3	0.01013974	0.0141902	0.00711803803549827	
D015179	species	34087	Sphingobacterium faecium	Bacteria	3	0.000366768966666667	0.000154939	0.000497207563724853	
D015179	species	34105	Streptobacillus moniliformis	Bacteria	3	0.000310134666666667	0.000309878	0.00011269921920463	
D015179	species	35751	Sporichthya polymorpha	Bacteria	3	0.000993662666666667	0.00126889	0.000595915535123337	
D015179	species	35786	Coprothermobacter proteolyticus	Bacteria	3	0.000206709566666667	0.000154939	0.000195575549286876	
D015179	species	35805	Rhodovulum euryhalinum	Bacteria	3	0.000308768	0.000263923	0.000139155837179042	
D015179	species	36740	Dermabacter hominis	Bacteria	3	0.41746597	0.00463371	0.717021468751767	
D015179	species	36814	Mycobacterium rhodesiae	Bacteria	3	0.000822437666666667	0.000197564	0.0011194301713954	
D015179	species	37326	Nocardia brasiliensis	Bacteria	3	0.000643757	0.000464817	0.00055762845360419	
D015179	species	38302	Corynebacterium mycetoides	Bacteria	3	0.000585352633333333	0.000623791	0.000556572936760227	
D015179	species	38308	Gluconobacter frateurii	Bacteria	3	0.00353683	0.000934811	0.00455385875188406	
D015179	species	38310	Rhodococcus coprophilus	Bacteria	3	0.000480317966666667	0.000506362	0.000457295613962241	
D015179	species	38323	Bartonella henselae	Bacteria	3	0.00204806733333333	0.00138295	0.00204064551973667	
D015179	species	39765	Thiomicrospira crunogena	Bacteria	3	0.000554054333333333	0.000506362	0.000271186245042652	
D015179	species	44012	Ferrimonas balearica	Bacteria	3	0.00169540533333333	0.000774695	0.00210142889780985	
D015179	species	44033	Streptomyces thermolineatus	Bacteria	3	0.0633740109333333	0.000506362	0.109301314438985	
D015179	species	44674	Sulfurospirillum barnesii	Bacteria	3	0.0021089723	0.00304999	0.00182049868698603	
D015179	species	45243	Capnocytophaga haemolytica	Bacteria	3	0.00630849666666667	0.00562957	0.00136433564918364	
D015179	species	46204	Actinocorallia aurantiaca	Bacteria	3	0.00148607256666667	0.00083894	0.00185413796473584	
D015179	species	47735	Bibersteinia trehalosi	Bacteria	3	0.00944633666666667	0.00782479	0.00723370952431969	
D015179	species	47846	Brachybacterium conglomeratum	Bacteria	3	0.0461265166666667	0.0161059	0.0629179238934807	
D015179	species	48936	Novosphingobium subterraneum	Bacteria	3	0.00606467333333333	0.00576247	0.000917436651891199	
D015179	species	51195	Desulfofustis glycolicus	Bacteria	3	0.0024888123	0.0030774	0.002242657945903	
D015179	species	51616	Desulfitobacterium chlororespirans	Bacteria	3	0.00298857666666667	0.00284123	0.000569646389467478	
D015179	species	51664	Lactobacillus dextrinicus	Bacteria	3	0.00300617796666667	0.00190233	0.00366389747618276	
D015179	species	52690	Acetobacterium carbinolicum	Bacteria	3	0.00271994666666667	0.00236451	0.000643247543511309	
D015179	species	52699	Aeromicrobium fastidiosum	Bacteria	3	0.00661816	0.00532132	0.00358669226887393	
D015179	species	52766	Caldicellulosiruptor lactoaceticus	Bacteria	3	0.000869445	0.000395127	0.000896384679096536	
D015179	species	53317	Sphingomonas trueperi	Bacteria	3	0.00897171	0.00388999	0.00998589790092508	
D015179	species	53343	Desulfotomaculum aeronauticum	Bacteria	3	0.000320692566666667	0.000413488	0.00024558787927087	
D015179	species	53442	Eubacterium callanderi	Bacteria	3	0.0013064136	0.00050902	0.00181032524973798	
D015179	species	53633	Sulfobacillus acidophilus	Bacteria	3	0.00124294463333333	0.00168927	0.00107086069298878	
D015179	species	53972	Rhodococcus corynebacterioides	Bacteria	3	0.0012491249	0.00177377	0.00103866661216534	
D015179	species	54265	Carboxydothermus ferrireducens	Bacteria	3	0.000373207633333333	0.00050902	0.000317345393789485	
D015179	species	54913	Brevibacillus formosus	Bacteria	3	0.01624461	0.00965437	0.0138980144455278	
D015179	species	54915	Brevibacillus reuszeri	Bacteria	3	0.0203615566666667	0.0230499	0.00964813154443042	
D015179	species	55206	Spirochaeta smaragdinae	Bacteria	3	0.000193912266666667	0.000154939	0.000184835843292402	
D015179	species	55518	Magnetospirillum gryphiswaldense	Bacteria	3	0.00506116166666667	0.00170433	0.00662160685466589	
D015179	species	55758	Methanobrevibacter filiformis	Archaea	3	0.00302619333333333	0.00289561	0.0015854533759885	
D015179	species	55969	Leucobacter komagatae	Bacteria	3	0.00335128466666667	0.00307003	0.00334244477590959	
D015179	species	56877	Helicobacter bizzozeronii	Bacteria	3	0.0186962826666667	0.000634443	0.031428794104281	
D015179	species	57029	Psychroflexus torquis	Bacteria	3	0.000718922666666667	0.000634443	0.000183671600614611	
D015179	species	57975	Burkholderia thailandensis	Bacteria	3	0.00290434733333333	0.00177048	0.00320257553743254	
D015179	species	59600	Cellulophaga algicola	Bacteria	3	0.001287546	0.00139445	0.000263103054121384	
D015179	species	59748	Candidatus Phytoplasma australiense	Bacteria	3	0.002707568	0.00296345	0.00166480737579217	
D015179	species	59843	Paenibacillus glucanolyticus	Bacteria	3	0.014826362	0.0153666	0.0138320717747969	
D015179	species	60547	Paraburkholderia glathei	Bacteria	3	0.00213092366666667	0.00112171	0.00219339462582553	
D015179	species	61645	Enterobacter asburiae	Bacteria	3	0.00229154233333333	0.000634443	0.00325586448753389	
D015179	species	62140	Acidiphilium multivorum	Bacteria	3	0.000763620966666667	0.000154939	0.00117207557017357	
D015179	species	63745	Sideroxydans lithotrophicus	Bacteria	3	0.00445893	0.00296073	0.00353400651019491	
D015179	species	64002	Nevskia ramosa	Bacteria	3	0.00366555666666667	0.00358886	0.000169878397783042	
D015179	species	64471	Synechococcus sp. CC9311	Bacteria	3	0.000681451	0.000197564	0.000875290710025532	
D015179	species	65393	Cyanothece sp. PCC 7424	Bacteria	3	0.000187994666666667	0.000197564	2.94606270526161E-05	
D015179	species	65655	Hydrogenophaga palleronii	Bacteria	3	0.0106455	0.00588582	0.00928561435718714	
D015179	species	66370	Streptomyces flaveus	Bacteria	3	0.000475435233333333	0.000460043	0.000441105111304056	
D015179	species	66904	Streptomyces roseolilacinus	Bacteria	3	0.00657250666666667	0.0071541	0.00438988037378393	
D015179	species	67859	Haemophilus influenzae-murium	Bacteria	3	0.0011602603	0.000640324	0.001479839246649	
D015179	species	68035	Sporotomaculum hydroxybenzoicum	Bacteria	3	0.00262496533333333	0.00299437	0.00155312220037746	
D015179	species	68219	Streptomyces iakyrus	Bacteria	3	0.000304842666666667	0.000353243	0.000139301367797783	
D015179	species	68244	Streptomyces novaecaesareae	Bacteria	3	0.00594286896666667	0.00357705	0.00740433671863079	
D015179	species	68249	Streptomyces pactum	Bacteria	3	0.00182982796666667	0.00192082	0.00176497806061248	
D015179	species	68910	Deinococcus murrayi	Bacteria	3	0.00468920333333333	0.00532132	0.00251268313080526	
D015179	species	69392	Stenotrophomonas sp.	Bacteria	3	0.00374333333333333	0.00434	0.00148762674530049	
D015179	species	69499	Petrotoga mobilis	Bacteria	3	0.00120085263333333	0.000592691	0.00158447363574908	
D015179	species	69966	Macrococcus caseolyticus	Bacteria	3	0.0956883333333333	0.0128416	0.144419091590043	
D015179	species	70611	Legionella taurinensis	Bacteria	3	0.00186268463333333	0.00112171	0.00230325495158534	
D015179	species	70993	Flexithrix dorotheae	Bacteria	3	0.00182189796666667	0.0025451	0.00156955845293203	
D015179	species	70998	Lewinella persica	Bacteria	3	0.00637137	0.00466897	0.00497681836969162	
D015179	species	71657	Lonsdalea quercina	Bacteria	3	0.00297623	0.00309636	0.00278087172812771	
D015179	species	71667	Waddlia chondrophila	Bacteria	3	0.000187994666666667	0.000197564	2.94606270526161E-05	
D015179	species	74109	Photobacterium profundum	Bacteria	3	0.00180952433333333	0.000790255	0.00219462812735241	
D015179	species	74318	Maricaulis maris	Bacteria	3	0.000432274666666667	0.000464817	0.000220250011928112	
D015179	species	76124	[Eubacterium] minutum	Bacteria	3	0.00199856796666667	0.00229148	0.00184848639528599	
D015179	species	80876	Insolitispirillum peregrinum	Bacteria	3	0.0005652223	0.000656513	0.000504693873694906	
D015179	species	81409	Eubacterium aggregans	Bacteria	3	0.002062994	0.00101272	0.00227895743785355	
D015179	species	82347	Facklamia languida	Bacteria	3	0.00305955666666667	0.00271835	0.00136854202698833	
D015179	species	82348	Streptococcus pluranimalium	Bacteria	3	0.003363132	0.00236726	0.00384296908179756	
D015179	species	83341	Gordonia rhizosphera	Bacteria	3	0.00335994	0.00298882	0.00168258138014183	
D015179	species	83560	Chlamydia muridarum	Bacteria	3	0.000380628333333333	0.000309878	0.000226870056222352	
D015179	species	83868	Palaeococcus ferrophilus	Archaea	3	0.001652913	0.00192082	0.000879456854420386	
D015179	species	84159	Magnetospirillum magneticum	Bacteria	3	0.0019267	0.00197564	0.000423983728815152	
D015179	species	84590	Taylorella asinigenitalis	Bacteria	3	0.0019077523	0.00274925	0.00164650636176599	
D015179	species	84757	Beutenbergia cavernae	Bacteria	3	0.001016011	0.000732086	0.000801495375395891	
D015179	species	85085	Pseudarthrobacter chlorophenolicus	Bacteria	3	0.003559346	0.0050317	0.00281824437845053	
D015179	species	85683	[Bacillus] selenitireducens	Bacteria	3	0.00366036666666667	0.00325372	0.00250561211707505	
D015179	species	85701	Bartonella tribocorum	Bacteria	3	0.000526289	0.000592691	0.000287418547856606	
D015179	species	86175	Pseudomonas pertucinogena	Bacteria	3	0.00178331466666667	0.00136793	0.00139776710594624	
D015179	species	87732	Porphyrobacter sp. MBIC3936	Bacteria	3	0.00274927	0.00124028	0.00271697886228436	
D015179	species	89959	Natronincola histidinovorans	Bacteria	3	0.0022506623	0.00305371	0.00196571776263961	
D015179	species	90245	Oligella urethralis	Bacteria	3	0.00548579633333333	0.000920446	0.00840341784375633	
D015179	species	90746	Paracoccus sp. MBIC4036	Bacteria	3	0.00264523	0.00254537	0.000652288322446447	
D015179	species	92487	Thiothrix eikelboomii	Bacteria	3	0.00106805566666667	0.000924035	0.0006458616136111	
D015179	species	92938	Fischerella muscicola	Bacteria	3	0.00107683633333333	0.000309878	0.00141448097272191	
D015179	species	93221	Pandoraea pulmonicola	Bacteria	3	0.00373073333333333	0.003803	0.000159814129016596	
D015179	species	94132	Ramlibacter tataouinensis	Bacteria	3	0.00156080266666667	0.00177377	0.000501636817629381	
D015179	species	103690	Nostoc sp. PCC 7120	Bacteria	3	0.013567	0.0131698	0.00233240508702927	
D015179	species	107401	Tenacibaculum maritimum	Bacteria	3	0.00224831333333333	0.00203608	0.00135424073374468	
D015179	species	108150	Thermoanaerobacter italicus	Bacteria	3	0.00485461333333333	0.00588768	0.00182340363667328	
D015179	species	110321	Sinorhizobium medicae	Bacteria	3	0.00161684896666667	0.00192082	0.00147793989498971	
D015179	species	111501	Muricauda ruestringensis	Bacteria	3	0.000346708966666667	0.000395127	0.000314748623360299	
D015179	species	111781	Leptolyngbya sp. PCC 7376	Bacteria	3	0.000704969333333333	0.000592691	0.000311838854337193	
D015179	species	112009	Ignatzschineria larvae	Bacteria	3	0.000277582666666667	0.000221696	0.000118314340117051	
D015179	species	112234	Chryseobacterium joostei	Bacteria	3	0.00606467333333333	0.00576247	0.000917436651891199	
D015179	species	114884	Mycoplasma lipofaciens	Bacteria	3	0.000503059	0.000309878	0.000422686596029493	
D015179	species	118323	Oscillatoria acuminata	Bacteria	3	0.002087135	0.00177377	0.00134739528896497	
D015179	species	121163	Actinomyces suimastitidis	Bacteria	3	0.002102877	0.00177377	0.00211778602671918	
D015179	species	123841	Helicobacter canadensis	Bacteria	3	0.00172219433333333	0.00188051	0.000707426763641533	
D015179	species	124919	Corynebacterium sp. ATCC 43833	Bacteria	3	0.00593483666666667	0.00355707	0.00467349377716857	
D015179	species	126385	Providencia alcalifaciens	Bacteria	3	0.00275339333333333	0.00192082	0.00226923741731299	
D015179	species	131112	Arcanobacterium phocae	Bacteria	3	0.00155431456666667	0.000732086	0.00205079192636488	
D015179	species	132919	Rhodococcus jostii	Bacteria	3	0.00119459026666667	0.00138295	0.00108111695688497	
D015179	species	132920	Exiguobacterium antarcticum	Bacteria	3	0.00426693666666667	0.0027889	0.00328956734088745	
D015179	species	134536	Paraburkholderia caledonica	Bacteria	3	0.0256725083333333	0.00380699	0.0403946286244602	
D015179	species	134676	Actinoplanes sp. SE50/110	Bacteria	3	0.00104816166666667	0.000987818	0.000615738186530877	
D015179	species	134821	Ureaplasma parvum	Bacteria	3	0.002466918	0.00354755	0.00196606117529745	
D015179	species	135719	Sphingobium amiense	Bacteria	3	0.00740243333333333	0.00405745	0.00598154263972375	
D015179	species	136093	Globicatella sulfidifaciens	Bacteria	3	0.265418185633333	0.141167	0.344756115344439	
D015179	species	136094	Thermocrinis albus	Bacteria	3	0.000465073666666667	0.000422962	0.00029086094984087	
D015179	species	136241	Mycoplasma haemocanis	Bacteria	3	0.00271037956666667	0.000934811	0.00387416632374991	
D015179	species	137658	Pseudomonas indica	Bacteria	3	0.00121862866666667	0.000422962	0.00157736667193691	
D015179	species	138563	Helicobacter cetorum	Bacteria	3	0.00565414666666667	0.00588768	0.00237380127479815	
D015179	species	138853	Mesoplasma lactucae	Bacteria	3	0.0009481393	0.000640324	0.00111331889086994	
D015179	species	142842	Selenihalanaerobacter shriftii	Bacteria	3	0.00235859	0.00231782	0.000606234060986349	
D015179	species	144185	Leifsonia aquatica	Bacteria	3	0.00592589666666667	0.00709509	0.00255150483991964	
D015179	species	146786	Thermosynechococcus elongatus	Bacteria	3	0.000305495333333333	0.000309878	9.19014099692346E-05	
D015179	species	148447	Paraburkholderia phymatum	Bacteria	3	0.00143923	0.000211481	0.0021756741416492	
D015179	species	149017	Arcanobacterium hippocoleae	Bacteria	3	0.00250066066666667	0.00195545	0.00234674475727577	
D015179	species	152260	Chloroflexus aggregans	Bacteria	3	0.00131894333333333	0.000211481	0.00196735097600157	
D015179	species	159743	Paenibacillus terrae	Bacteria	3	0.0187708666666667	0.0186103	0.00150439038927179	
D015179	species	159896	Microbacterium gubbeenense	Bacteria	3	0.0011565823	0.00169116	0.00099323104679066	
D015179	species	160660	Acidihalobacter prosperus	Bacteria	3	0.0005472999	0.000467405	0.000538922740779724	
D015179	species	163359	Acidiferrobacter thiooxydans	Bacteria	3	0.00108150363333333	0.000783067	0.00123691145710245	
D015179	species	163879	Bacillus decolorationis	Bacteria	3	0.0005287313	0.000623791	0.000477790280738077	
D015179	species	164757	Mycobacterium sp. JLS	Bacteria	3	0.00185174833333333	0.00118538	0.00152374698462649	
D015179	species	168471	Laribacter hongkongensis	Bacteria	3	0.00860854466666667	0.0120544	0.00666176948940635	
D015179	species	169050	Gelidibacter mesophilus	Bacteria	3	0.0025739	0.00246348	0.000418696368744703	
D015179	species	169177	Exiguobacterium undae	Bacteria	3	0.00948002666666667	0.00532132	0.0096168797712633	
D015179	species	169679	Clostridium saccharobutylicum	Bacteria	3	0.0904179333333333	0.105697	0.0288873312476825	
D015179	species	171194	Vitellibacter vladivostokensis	Bacteria	3	0.000687637	0.000640324	0.000216651415409639	
D015179	species	171284	Mycoplasma cynos	Bacteria	3	0.003125517	0.00402842	0.00258374685102798	
D015179	species	180916	Cellvibrio fulvus	Bacteria	3	0.00957153	0.00886886	0.00738963359124795	
D015179	species	184607	Crocinitomix catalasitica	Bacteria	3	0.000354789633333333	0.000413488	0.000318960457968701	
D015179	species	187137	Oceanithermus profundus	Bacteria	3	0.000496043333333333	0.000211481	0.000542580254685271	
D015179	species	187493	Thalassolituus oleivorans	Bacteria	3	0.00213108733333333	0.000309878	0.00325217875542679	
D015179	species	190146	Actinotignum urinale	Bacteria	3	0.044982769	0.0072648	0.0712553439286169	
D015179	species	194436	Methylobacterium sp. PC30.44	Bacteria	3	0.00171313833333333	0.00188743	0.00116837844209757	
D015179	species	200616	Rhodoplanes cryptolactis	Bacteria	3	0.00198581733333333	0.00192082	0.00155975003534583	
D015179	species	209462	Bacillus pichinotyi	Bacteria	3	0.0226025749666667	0.000445268	0.03875466180525	
D015179	species	212767	Mycobacterium sp. JS623	Bacteria	3	0.000258488333333333	0.000197564	0.000144024001216232	
D015179	species	216465	Polaromonas naphthalenivorans	Bacteria	3	0.00183819366666667	0.00154939	0.00178868729534269	
D015179	species	216874	Mesoplasma corruscae	Bacteria	3	0.00272191563333333	0.00355707	0.00240510829511733	
D015179	species	216931	Spiroplasma alleghenense	Bacteria	3	0.116557569666667	0.00369614	0.198599370715158	
D015179	species	216932	Spiroplasma chinense	Bacteria	3	0.00428925666666667	0.00417037	0.00311012466406627	
D015179	species	218205	Garciella nitratireducens	Bacteria	3	0.0019133563	0.000474512	0.00290323105298498	
D015179	species	219314	Aeromicrobium marinum	Bacteria	3	0.00457184666666667	0.00532132	0.00180915012426646	
D015179	species	221027	Treponema putidum	Bacteria	3	0.0237661003333333	0.00522021	0.0361761145024143	
D015179	species	225999	Mesoplasma syrphidae	Bacteria	3	0.001028546	0.000395127	0.00125950757799269	
D015179	species	226665	Rickettsia heilongjiangensis	Bacteria	3	0.000187994666666667	0.000197564	2.94606270526161E-05	
D015179	species	234831	Pseudoalteromonas sp. SM9913	Bacteria	3	0.000752269333333333	0.000464817	0.000728376093556298	
D015179	species	237446	Lactobacillus kitasatonis	Bacteria	3	0.00113288633333333	0.00124028	0.000219290301701496	
D015179	species	247632	marine gamma proteobacterium HTCC2089	Bacteria	3	0.00223655496666667	0.000934811	0.00308004115502782	
D015179	species	247644	marine gamma proteobacterium HTCC2188	Bacteria	3	0.0004717626	0.000459582	0.00044630677971848	
D015179	species	248026	Cupriavidus pinatubonensis	Bacteria	3	0.00558687933333333	0.00380666	0.00635689733615396	
D015179	species	249402	Cardinium endosymbiont of Encarsia pergandiella	Bacteria	3	0.00113262166666667	0.000211481	0.00160752997179659	
D015179	species	251542	Candidatus Blochmannia chromaiodes	Bacteria	3	0.000253849	0.000211481	0.000125574099256176	
D015179	species	256701	Glutamicibacter arilaitensis	Bacteria	3	0.00607369923333333	0.00576247	0.00619295428323855	
D015179	species	257758	Streptococcus pseudopneumoniae	Bacteria	3	0.00114666666666667	0.00108	0.000861935805807679	
D015179	species	259537	Dechloromonas aromatica	Bacteria	3	0.004330412	0.00486406	0.00347470343844651	
D015179	species	260337	beta proteobacterium HTCC379	Bacteria	3	0.000587994566666667	0.000600046	0.000539842047998638	
D015179	species	266009	Methylovorus glucosotrophus	Bacteria	3	0.001104481	0.00108457	0.00026906660071997	
D015179	species	266128	Stenotrophomonas koreensis	Bacteria	3	0.003428923	0.00303674	0.00348665736842854	
D015179	species	266749	Chryseobacterium jeonii	Bacteria	3	0.0136386833333333	0.00940256	0.0132191101323967	
D015179	species	266779	Chelativorans sp. BNC1	Bacteria	3	0.000587468333333333	0.000395127	0.000409198822703992	
D015179	species	267128	Sphingopyxis granuli	Bacteria	3	0.0126900256666667	0.00354755	0.0186321015031404	
D015179	species	270345	Azotobacter armeniacus	Bacteria	3	0.1354974	0.167112	0.12113069229836	
D015179	species	270350	Methylobacterium hispanicum	Bacteria	3	0.014335556	0.0195115	0.0121587476403702	
D015179	species	271065	Methylomicrobium alcaliphilum	Bacteria	3	0.000634219666666667	0.000422962	0.000390263070064711	
D015179	species	271091	Psychrilyobacter atlanticus	Bacteria	3	0.000569104666666667	0.000691994	0.000295254732111669	
D015179	species	274537	Chlorobaculum limnaeum	Bacteria	3	0.00601709333333333	0.00201171	0.00721856924192276	
D015179	species	281714	Nocardioides alkalitolerans	Bacteria	3	0.04998196	0.00482719	0.0806390712283053	
D015179	species	284581	Bacillus koreensis	Bacteria	3	0.00331211866666667	0.00192082	0.00331411241761431	
D015179	species	286420	Hahella ganghwensis	Bacteria	3	0.00268284666666667	0.00296156	0.00082707471641523	
D015179	species	292566	Dactylococcopsis salina	Bacteria	3	0.001656672	0.000929634	0.00171685138218892	
D015179	species	296218	Roseivirga echinicomitans	Bacteria	3	0.00168614563333333	0.00201114	0.00153904582207782	
D015179	species	298654	Frankia sp. EuI1c	Bacteria	3	0.000877006666666667	0.000211481	0.00120202358274467	
D015179	species	306546	Marinimicrobium agarilyticum	Bacteria	3	0.00111246423333333	0.000924035	0.00117582977625048	
D015179	species	307486	Tepidimonas taiwanensis	Bacteria	3	0.00216212533333333	0.00219722	0.00141281894692325	
D015179	species	309887	Deinococcus maricopensis	Bacteria	3	0.000695692666666667	0.000634443	0.000266826072096288	
D015179	species	310575	Advenella kashmirensis	Bacteria	3	0.003417109	0.0021732	0.00373305776046567	
D015179	species	311230	Paraburkholderia terrae	Bacteria	3	0.00228001166666667	0.00257253	0.00168836087604467	
D015179	species	312306	Pseudomonas entomophila	Bacteria	3	0.00271611333333333	0.00256833	0.000481052529806604	
D015179	species	313598	Polaribacter sp. MED152	Bacteria	3	0.00152251166666667	0.00123951	0.000907479821433145	
D015179	species	313603	Maribacter sp. HTCC2170	Bacteria	3	0.00107577466666667	0.00148037	0.000761335288414594	
D015179	species	315478	Methylobacterium isbiliense	Bacteria	3	0.0143045	0.0136509	0.00315754899882805	
D015179	species	316335	Myceligenerans crystallogenes	Bacteria	3	0.00717169666666667	0.00219722	0.00874152908996094	
D015179	species	319653	Pediococcus ethanolidurans	Bacteria	3	0.00101238863333333	0.000154939	0.00161180239112166	
D015179	species	327845	Microbacterium sp. ORS 1417	Bacteria	3	0.002035802	0.00177377	0.00145256720622214	
D015179	species	328313	Streptomyces paresii	Bacteria	3	0.000310060633333333	0.000459582	0.000259377944013564	
D015179	species	332999	Pedobacter suwonensis	Bacteria	3	0.00539702	0.00709509	0.00301074363420402	
D015179	species	336203	Sphingobium fuliginis	Bacteria	3	0.00370443	0.00357705	0.00199739860088066	
D015179	species	339866	Thiomonas bhubaneswarensis	Bacteria	3	0.00226883733333333	0.00299931	0.00157650994602677	
D015179	species	351052	Alkalilimnicola ehrlichii	Bacteria	3	0.0002878926	0.000197564	0.000311372804298449	
D015179	species	357794	Psychromonas ingrahamii	Bacteria	3	0.00126457266666667	0.00158051	0.000842398135100816	
D015179	species	361277	Terribacillus saccharophilus	Bacteria	3	0.0549063666666667	0.0535397	0.00725775624372528	
D015179	species	367336	Rhodobacterales bacterium HTCC2255	Bacteria	3	0.00193774366666667	0.00154939	0.00194966710003794	
D015179	species	367488	Blattabacterium sp. (Periplaneta americana)	Bacteria	3	0.00130968233333333	0.000920446	0.00133604302025434	
