phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D003924	species	332411	Aquitalea magnusonii	Bacteria	9	0.000833755444444444	0.000164771	0.00199152025010017	
D003924	species	344881	Flavobacterium soli	Bacteria	9	0.000959549888888889	0.00031505	0.00150287573708827	
D003924	species	362413	Flavobacterium aquidurense	Bacteria	9	0.0302600722222222	0.0162484	0.0549988066590498	
D003924	species	365341	Sphingobium aromaticiconvertens	Bacteria	9	0.001293352	0.000668177	0.00202378251534441	
D003924	species	373672	Chryseobacterium gambrini	Bacteria	9	0.000346155977777778	0.000213794	0.000272282213902606	
D003924	species	392412	Nubsella zeaxanthinifaciens	Bacteria	9	0.00230159664444444	0.00027811	0.00598363561198363	
D003924	species	396323	Acinetobacter brisouii	Bacteria	9	0.00259017888888889	0.00167385	0.00295593629677757	
D003924	species	400390	Alkalimonas collagenimarina	Bacteria	9	0.000327451533333333	0.000265608	0.000236585433267794	
D003924	species	402650	Actinomycetospora chiangmaiensis	Bacteria	9	0.00282462975555556	0.000329542	0.00668731516406475	
D003924	species	417373	Lactobacillus equigenerosi	Bacteria	9	0.00457254586666667	0.000379394	0.00791160631567739	
D003924	species	425254	Cellulosilyticum ruminicola	Bacteria	9	0.000973097666666667	0.000221845	0.00179189939534897	
D003924	species	427918	Nitriliruptor alkaliphilus	Bacteria	9	0.000266187	0.000252383	0.000172880620261497	
D003924	species	431306	Acetobacter ghanensis	Bacteria	9	0.000501808044444444	0.000306041	0.000586545172610957	
D003924	species	435289	Lysobacter spongiicola	Bacteria	9	0.00629095455555556	0.00106897	0.0110010787724634	
D003924	species	442870	Acanthopleuribacter pedis	Bacteria	9	0.000389317555555556	0.000126465	0.000654638376618174	
D003924	species	443144	Geobacter sp. M21	Bacteria	9	0.000237936888888889	0.000260217	5.77036109083401E-05	
D003924	species	453215	Desulfocella sp. DSM 2056	Bacteria	9	0.000572692666666667	0.000260217	0.0010591613986355	
D003924	species	457173	Phenylobacterium composti	Bacteria	9	0.000349737777777778	0.000310453	0.000228008423049335	
D003924	species	457415	Synergistes sp. 3_1_syn1	Bacteria	9	0.361537777777778	0.16505	0.498775752838332	
D003924	species	519472	Vagococcus teuberi	Bacteria	9	0.00109872944444444	0.000270343	0.00174266892164634	
D003924	species	551459	Chryseobacterium piscicola	Bacteria	9	0.000614954755555556	0.000213794	0.000971671646956464	
D003924	species	604330	Olsenella umbonata	Bacteria	9	0.00541495444444444	0.00423621	0.00287357074037299	
D003924	species	887358	Arthrobacter sp. KOPRI 25587	Bacteria	9	0.00327917844444444	0.00176668	0.00415334263720645	
D003924	species	931533	Lactobacillus saniviri	Bacteria	9	0.00250739997777778	0.000252383	0.00386576977141596	
D003924	species	933080	Oxalobacter vibrioformis	Bacteria	9	0.000363119822222222	0.000320358	0.000267424737784268	
D003924	species	990268	Vibrio maritimus	Bacteria	9	0.00106929297777778	0.000504766	0.00139855151758616	
D003924	species	1077256	Methanosphaera cuniculi	Archaea	9	0.000445328555555556	0.000265608	0.000503599971165138	
D003924	species	1079994	Leucobacter chromiiresistens	Bacteria	9	0.00808826655555555	0.00551246	0.0074390153715169	
D003924	species	1113895	Alcanivorax sp. NBRC 102024	Bacteria	9	0.000196805777777778	0.000144619	0.000137787670779879	
D003924	species	1235990	Candidatus Pantoea carbekii	Bacteria	9	0.000254433	0.0001817	0.000149002694649291	
D003924	species	1288392	Moraxella porci	Bacteria	9	0.000459933311111111	0.000229895	0.000759867245714882	
D003924	species	1463837	Streptomyces sp. NRRL B-3253	Bacteria	9	0.00171852355555556	0.000340233	0.00289067131862475	
D003924	species	1463889	Streptomyces sp. NRRL S-1824	Bacteria	9	0.000241157666666667	0.000270343	0.00010945041798801	
D003924	species	1476870	Actinophytocola sediminis	Bacteria	9	0.00309188277777778	0.00027199	0.0072746118640215	
D003924	species	1746632	Brachybacterium sp. HBUM179121	Bacteria	9	0.000810755666666667	0.000334088	0.000838335949487734	
D003924	species	1746664	Curtobacterium sp. HBUM178880	Bacteria	9	0.000441644888888889	0.000378575	0.000380037033634041	
D003924	species	1775536	Variovorax sp. JCM 10066	Bacteria	9	0.00201296766666667	0.000499934	0.00400189913094286	
D003924	species	150	Spirochaeta isovalerica	Bacteria	8	0.000261913875	0.0001916355	0.000193993991208445	
D003924	species	163	Treponema bryantii	Bacteria	8	0.00027492275	0.000290398	9.79696746312712E-05	
D003924	species	249	Terrimonas ferruginea	Bacteria	8	0.001822634	0.000259465	0.00352001482461976	
D003924	species	277	Meiothermus ruber	Bacteria	8	0.000245136725	0.0002636365	8.50415968969094E-05	
D003924	species	421	Methylomonas methanica	Bacteria	8	0.020271141375	0.0004891365	0.0541913356584122	
D003924	species	564	Escherichia fergusonii	Bacteria	8	0.02500125	0.008345	0.0361628528573966	
D003924	species	728	Avibacterium paragallinarum	Bacteria	8	0.000581086875	0.000358105	0.000773581399429292	
D003924	species	916	Nitrosomonas eutropha	Bacteria	8	0.002353727	0.000277275	0.00541312976521405	
D003924	species	990	Cytophaga xylanolytica	Bacteria	8	0.003042700875	0.0013210475	0.00380530633023194	
D003924	species	1564	Desulfotomaculum ruminis	Bacteria	8	0.001426446875	0.0006487255	0.00160816811378363	
D003924	species	1581	Lactobacillus buchneri	Bacteria	8	0.00193936275	0.0004534725	0.00239729371335338	
D003924	species	1603	Lactobacillus amylophilus	Bacteria	8	0.000790315225	0.000313072	0.00104087995760283	
D003924	species	1646	Renibacterium salmoninarum	Bacteria	8	0.000216107225	0.000173764	0.000114621073108392	
D003924	species	1830	Rhodococcus ruber	Bacteria	8	0.00170687835	0.0002686995	0.00299614935672522	
D003924	species	1911	Streptomyces griseus	Bacteria	8	0.003287120625	0.000861099	0.00593816103147467	
D003924	species	2051	Mobiluncus curtisii	Bacteria	8	0.00151502125	0.0003556845	0.00188627425321465	
D003924	species	28450	Burkholderia pseudomallei	Bacteria	8	0.001448023875	0.0004712755	0.00187221988288627	
D003924	species	29321	Turicella otitidis	Bacteria	8	0.005202504125	0.0008266025	0.0113931877298672	
D003924	species	29323	Thermoanaerobacter brockii	Bacteria	8	0.001523227	0.0007206455	0.00231726240521544	
D003924	species	32040	Acidovorax konjaci	Bacteria	8	0.0027296595	0.001278909	0.00354913135979616	
D003924	species	33010	Propionibacterium avidum	Bacteria	8	0.0030062365	0.0008315875	0.00527009798734998	
D003924	species	34017	Rhodobium orientis	Bacteria	8	0.000486216	0.0003622235	0.000485168150850521	
D003924	species	34078	Scytonema hofmannii	Bacteria	8	0.000636074	0.000554633	0.000500288282909536	
D003924	species	34087	Sphingobacterium faecium	Bacteria	8	0.010943130125	0.00245497	0.0230440713543557	
D003924	species	36823	Gordonia sputi	Bacteria	8	0.000950672875	0.0005005965	0.00123147539720641	
D003924	species	37928	Arthrobacter crystallopoietes	Bacteria	8	0.000604164	0.000474475	0.000549680995980396	
D003924	species	40576	Xenorhabdus bovienii	Bacteria	8	0.00020355115	0.0001324785	0.000148059341688112	
D003924	species	42471	Desulfotomaculum thermocisternum	Bacteria	8	0.00082496225	0.000283129	0.00164155931097824	
D003924	species	44032	Streptomyces macrosporus	Bacteria	8	0.00061491825	0.00027505	0.000939072705048481	
D003924	species	46353	Agrococcus jenensis	Bacteria	8	0.0004371171	0.000322468	0.000408987512234955	
D003924	species	51669	Tetragenococcus halophilus	Bacteria	8	0.000340970375	0.000290398	0.000168438114869644	
D003924	species	52561	Desulfomicrobium norvegicum	Bacteria	8	0.00267452625	0.002467219	0.00258216959261176	
D003924	species	52786	Anaerofilum agile	Bacteria	8	0.00025128525	0.0001883635	0.00019897556670804	
D003924	species	53413	Xanthomonas axonopodis	Bacteria	8	0.002496802375	0.000599823	0.00563824604972602	
D003924	species	57372	Mycoplasma suis	Bacteria	8	0.000260341125	0.000241812	0.000158072798142806	
D003924	species	57704	Tsukamurella tyrosinosolvens	Bacteria	8	0.010321630925	0.01349025	0.00835146803059806	
D003924	species	57706	Citrobacter braakii	Bacteria	8	0.0026834045	0.0004988595	0.00551658733917716	
D003924	species	59733	Chryseobacterium scophthalmum	Bacteria	8	0.000530203625	0.000291053	0.000488570629727441	
D003924	species	60217	Shewanella violacea	Bacteria	8	0.000700889125	0.0003034885	0.000881385958236789	
D003924	species	65786	Hydrogenophaga intermedia	Bacteria	8	0.0331193255	0.008745385	0.0575960704064795	
D003924	species	68259	Streptomyces purpurogeneiscleroticus	Bacteria	8	0.001076144875	0.000324717	0.00194534732857499	
D003924	species	68895	Cupriavidus basilensis	Bacteria	8	0.01373433875	0.00840014	0.0196056247097499	
D003924	species	68909	Deinococcus geothermalis	Bacteria	8	0.000423701875	0.0002612535	0.000529129705841431	
D003924	species	74311	Brevundimonas bacteroides	Bacteria	8	0.001111740875	0.0004065435	0.00146849351948611	
D003924	species	76726	Pseudonocardia hydrocarbonoxydans	Bacteria	8	0.00230819935	0.0010599975	0.00357558212874501	
D003924	species	84485	Alcanivorax sp. K3-3	Bacteria	8	0.000749093875	0.0007138315	0.000363617084050727	
D003924	species	86103	Idiomarina zobellii	Bacteria	8	0.001605295125	0.0004042135	0.0024062883053792	
D003924	species	91458	Halomonas sp. MBIC2031	Bacteria	8	0.001572572875	0.000324717	0.00219559143332506	
D003924	species	99286	Flavobacterium frigidarium	Bacteria	8	0.002316886125	0.0010226915	0.00311064448452147	
D003924	species	104102	Acetobacter tropicalis	Bacteria	8	0.003556986625	0.00463809	0.00251574407357056	
D003924	species	111501	Muricauda ruestringensis	Bacteria	8	0.002437427875	0.000774913	0.00443436992386912	
D003924	species	131111	Actinomyces turicensis	Bacteria	8	0.05691125	0.011815	0.122393835096556	
D003924	species	136093	Globicatella sulfidifaciens	Bacteria	8	0.001390465475	0.00020885	0.00332477342039539	
D003924	species	137730	Facklamia ignava	Bacteria	8	0.001139801875	0.000217952	0.00189730639567282	
D003924	species	144185	Leifsonia aquatica	Bacteria	8	0.002588172	0.0013356985	0.00349827167091004	
D003924	species	157673	[Mannheimia] succiniciproducens	Bacteria	8	0.000780231625	0.000480626	0.00058936579743167	
D003924	species	157687	Leptotrichia wadei	Bacteria	8	0.000664999375	0.000337949	0.000994074694130453	
D003924	species	158898	Gordonia westfalica	Bacteria	8	0.0002280895	0.0001764615	0.000132436819529702	
D003924	species	163011	Pseudomonas lini	Bacteria	8	0.000486405125	0.0002563	0.00060696666582969	
D003924	species	163665	Dysgonomonas mossii	Bacteria	8	0.001227827	0.000329048	0.00187823980391444	
D003924	species	164514	Blattabacterium punctulatus	Bacteria	8	0.000632261	0.0002621865	0.00111927374534051	
D003924	species	168471	Laribacter hongkongensis	Bacteria	8	0.00051703035	0.00031831	0.000511758530827529	
D003924	species	176291	Lactobacillus vaccinostercus	Bacteria	8	0.001160752375	0.0003879835	0.0016927489431267	
D003924	species	186116	Geobacillus thermantarcticus	Bacteria	8	0.000315912475	0.000240425	0.000304792831315735	
D003924	species	187303	Methylocystis sp. SC2	Bacteria	8	0.000224519175	0.000201905	0.000106028445257268	
D003924	species	191770	Marinilactibacillus psychrotolerans	Bacteria	8	0.000364245125	0.000347222	0.000189743571042934	
D003924	species	208596	Carnobacterium sp. 17-4	Bacteria	8	0.0008354945	0.0003553835	0.000902056970290046	
D003924	species	211008	Nostoc entophytum	Bacteria	8	0.00025691825	0.000251666	9.8338160242749E-05	
D003924	species	215690	Thermomonas fusca	Bacteria	8	0.002144085375	0.000629141	0.00250814166286686	
D003924	species	216945	Spiroplasma syrphidicola	Bacteria	8	0.011844865	0.00700805	0.0112639343874598	
D003924	species	227943	Lactobacillus antri	Bacteria	8	0.024119905	0.0183133	0.0204723935382449	
D003924	species	234827	Candidatus Midichloria mitochondrii	Bacteria	8	0.001948666875	0.0019257895	0.00182467796076877	
D003924	species	236814	Chryseobacterium formosense	Bacteria	8	0.000354547375	0.000306099	0.00022025404665064	
D003924	species	237446	Lactobacillus kitasatonis	Bacteria	8	0.001855718375	0.0009308235	0.00257422894319694	
D003924	species	256325	Psychrobacter maritimus	Bacteria	8	0.00374680625	0.000447829	0.00807795376962928	
D003924	species	260337	beta proteobacterium HTCC379	Bacteria	8	0.004098259875	0.0012688095	0.00512284512531875	
D003924	species	265291	Comamonas badia	Bacteria	8	0.0012732315	0.0002444505	0.00264826697183314	
D003924	species	273168	Novosphingobium naphthalenivorans	Bacteria	8	0.002512971	0.0017681105	0.00274262008431385	
D003924	species	273528	Exiguobacterium marinum	Bacteria	8	0.00021297175	0.0001884615	8.67728853465018E-05	
D003924	species	281473	Jiangella gansuensis	Bacteria	8	0.000706398	0.0003785655	0.00104781089432261	
D003924	species	283878	Leucobacter aridicollis	Bacteria	8	0.03505274625	0.0309664	0.0266228010936699	
D003924	species	288768	Bordetella ansorpii	Bacteria	8	0.0009046915	0.000648246	0.00105795854518245	
D003924	species	290588	Bacillus oshimensis	Bacteria	8	0.0006452375	0.0002885	0.00108569637640246	
D003924	species	293552	Marinomonas polaris	Bacteria	8	0.001251248125	0.0010284235	0.00100951324341521	
D003924	species	299567	Adhaeribacter aquaticus	Bacteria	8	0.00028118925	0.000265917	0.000187084681369351	
D003924	species	326544	Paraglaciecola psychrophila	Bacteria	8	0.000621066875	0.0001700345	0.00125502211584138	
D003924	species	327160	Candidatus Accumulibacter phosphatis	Bacteria	8	0.000384066375	0.000270469	0.00033118778891781	
D003924	species	349106	Psychrobacter sp. PRwf-1	Bacteria	8	0.000501920675	0.000199612	0.000649228950857808	
D003924	species	358766	Methanoregula boonei	Archaea	8	0.000271040125	0.000268571	8.72283924557292E-05	
D003924	species	367282	Deinococcus yunweiensis	Bacteria	8	0.0018521651	0.000276279	0.00419291132033095	
D003924	species	367806	Blattabacterium sp. (Blatta orientalis)	Bacteria	8	0.00192332075	0.000579684	0.00233001398342197	
D003924	species	383631	Methylophilales bacterium HTCC2181	Bacteria	8	0.001739368625	0.0001758285	0.00414845401665636	
D003924	species	399363	Salinicoccus kunmingensis	Bacteria	8	0.000500598625	0.000240425	0.000724707890120651	
D003924	species	404900	Geminicoccus roseus	Bacteria	8	0.001414388375	0.0003580795	0.0022307613721386	
D003924	species	412593	Thermosulfidibacter takaii	Bacteria	8	0.004047275625	0.000867252	0.00517632182702732	
D003924	species	415229	Pseudoxanthomonas spadix	Bacteria	8	0.00385296325	0.001698362	0.00444773035645568	
D003924	species	426226	Flavobacterium subsaxonicum	Bacteria	8	0.001769918625	0.0004854625	0.00224995130630528	
D003924	species	447217	Anaeromyxobacter sp. K	Bacteria	8	0.00199739925	0.0002463525	0.00261794171791651	
D003924	species	452084	Chryseobacterium aquaticum	Bacteria	8	0.0008269	0.0004563435	0.000856000203199408	
D003924	species	453230	Desulfarculus baarsii	Bacteria	8	0.000315440125	0.0002512835	0.000273610805712075	
D003924	species	454600	Gracilimonas tropica	Bacteria	8	0.0002682636	0.0002505425	0.000128603420137013	
D003924	species	468911	Lactobacillus hordei	Bacteria	8	0.001045624625	0.000387642	0.00162654760679702	
D003924	species	473531	Nitrosococcus watsonii	Bacteria	8	0.000338871625	0.000330183	0.000185233337002617	
D003924	species	477976	Calditerrivibrio nitroreducens	Bacteria	8	0.00046673025	0.000232847	0.000512830047955948	
D003924	species	480391	Pediococcus argentinicus	Bacteria	8	0.000896760725	0.000465073	0.000938751885935411	
D003924	species	488447	Burkholderia contaminans	Bacteria	8	0.000432739	0.000305856	0.000297258630332001	
D003924	species	492670	Bacillus velezensis	Bacteria	8	0.0002454175	0.000212494	0.00014748926451392	
D003924	species	494026	Paenibacillus glacialis	Bacteria	8	0.00065758375	0.000415608	0.000540010721673124	
D003924	species	501483	Leucobacter tardus	Bacteria	8	0.0004270205	0.000158227	0.000696532213257937	
D003924	species	501571	Butyricicoccus pullicaecorum	Bacteria	8	0.0305075	0.009165	0.0383946356930236	
D003924	species	574963	Wandonia haliotis	Bacteria	8	0.000614158225	0.0002186935	0.00080874708277328	
D003924	species	646532	Litoricola marina	Bacteria	8	0.005890727625	0.00388068	0.00656627090068506	
D003924	species	701529	Peptoniphilus sp. JCM 8143	Bacteria	8	0.00026978575	0.0002668015	8.7516597032873E-05	
D003924	species	705309	Bifidobacterium sp. JCM 6439	Bacteria	8	0.004864988875	0.0018314685	0.00801604106702535	
D003924	species	745310	Sphingomonas sp. MM-1	Bacteria	8	0.00043774775	0.000190419	0.000534070806916287	
D003924	species	792637	Comamonas sp. MBIC3885	Bacteria	8	0.000287495125	0.0002730155	0.000147381242887221	
D003924	species	929426	Bifidobacterium sp. JCM 7042	Bacteria	8	0.00543146125	0.003776505	0.00430278257461855	
D003924	species	980427	Deinococcus wulumuqiensis	Bacteria	8	0.00239069375	0.000928013	0.00326869589227533	
D003924	species	1073423	Carnobacterium iners	Bacteria	8	0.00028549925	0.0002985545	9.97717377728497E-05	
D003924	species	1113805	Marinobacter sp. NBRC 101712	Bacteria	8	0.000270632625	0.0002688255	0.00014362852186699	
D003924	species	1114033	Lactobacillus sp. NBRC 107210	Bacteria	8	0.00021674175	0.0002201715	0.000107284970351663	
D003924	species	1169913	Vulcaniibacterium thermophilum	Bacteria	8	0.00046326435	0.0002103785	0.000594506388340644	
D003924	species	1173264	Leptolyngbya sp. PCC 6406	Bacteria	8	0.0013976575	0.0002509625	0.0021958565405748	
D003924	species	1385386	Streptococcus sp. MR-1933	Bacteria	8	0.0007562875	0.0002576745	0.00100409151200277	
D003924	species	1550609	Rheinheimera japonica	Bacteria	8	0.001545152875	0.0011754535	0.00128897684067075	
D003924	species	1609137	Streptomyces sp. NRRL F-4428	Bacteria	8	0.000460785375	0.0001511705	0.000815513999394587	
D003924	species	148	Spirochaeta bajacaliforniensis	Bacteria	7	0.000892005	0.000329542	0.000931837077343996	
D003924	species	253	Chryseobacterium indologenes	Bacteria	7	0.0100109414285714	0.0029996	0.0165807675878579	
D003924	species	446	Legionella pneumophila	Bacteria	7	0.00104682428571429	0.000260217	0.00195093284440544	
D003924	species	645	Aeromonas salmonicida	Bacteria	7	0.000406162428571429	0.000378575	0.000233608507039632	
D003924	species	723	Actinobacillus ureae	Bacteria	7	0.00898755285714286	0.00705642	0.00553415347653013	
D003924	species	758	[Pasteurella] pneumotropica	Bacteria	7	0.001175787	0.000153021	0.00272582510946563	
D003924	species	927	Halothiobacillus neapolitanus	Bacteria	7	0.000817290857142857	0.00022211	0.00160135106291775	
D003924	species	960	Bacteriovorax stolpii	Bacteria	7	0.000185997914285714	0.000135297	0.0001007614643293	
D003924	species	966	Oceanospirillum linum	Bacteria	7	0.00655773714285714	0.0055368	0.00432791720822967	
D003924	species	1094	Chlorobium phaeovibrioides	Bacteria	7	0.000229030857142857	0.000270343	8.11857704104781E-05	
D003924	species	1251	Leuconostoc fallax	Bacteria	7	0.00400105325714286	0.00396778	0.00326864271187078	
D003924	species	1376	Aerococcus urinae	Bacteria	7	0.000655891571428571	0.000213794	0.00114180579918841	
D003924	species	1748	Propionibacterium acidipropionici	Bacteria	7	0.000615209571428571	0.000488087	0.000572743360141305	
D003924	species	1774	Mycobacterium chelonae	Bacteria	7	0.000961353428571429	0.000883341	0.000782659145198355	
D003924	species	1914	Streptomyces lavendulae	Bacteria	7	0.000389107685714286	0.000213794	0.000288776561109031	
D003924	species	2061	Tsukamurella paurometabola	Bacteria	7	0.00847394828571429	0.00598624	0.00861652756695646	
D003924	species	2153	Asteroleplasma anaerobium	Bacteria	7	0.00802712734285714	0.000307515	0.0146814087281877	
D003924	species	13160	Brevundimonas bullata	Bacteria	7	0.000247917428571429	0.000221845	0.000147590730664064	
D003924	species	28028	Corynebacterium flavescens	Bacteria	7	0.000826182285714286	0.000173025	0.00163934396417355	
D003924	species	28258	Cobetia marina	Bacteria	7	0.000578714	0.00022211	0.000998393241863979	
D003924	species	29422	Legionella brunensis	Bacteria	7	0.000738139142857143	0.000252929	0.00132947384023322	
D003924	species	29488	Photorhabdus luminescens	Bacteria	7	0.000339296342857143	0.000310781	0.000160415541401354	
D003924	species	32013	Comamonas terrigena	Bacteria	7	0.000516013542857143	0.000244044	0.000727047405895285	
D003924	species	33050	Sphingopyxis macrogoltabida	Bacteria	7	0.001638072	0.000976413	0.00214442727812245	
D003924	species	33883	Microbacterium arborescens	Bacteria	7	0.000412221714285714	0.000443689	0.000172700715041672	
D003924	species	33946	Kurthia gibsonii	Bacteria	7	0.000291785428571429	0.000199974	0.000206895678628834	
D003924	species	34004	Paracoccus aminovorans	Bacteria	7	0.000792158142857143	0.000378575	0.000943928123086433	
D003924	species	35701	Heliobacterium modesticaldum	Bacteria	7	0.006957991	0.00474293	0.00720164809060609	
D003924	species	39645	Mesorhizobium ciceri	Bacteria	7	0.001683016	0.00106897	0.00179193074488674	
D003924	species	39766	Sulfurimonas denitrificans	Bacteria	7	0.000157099485714286	0.000117226	8.55837339260101E-05	
D003924	species	42777	Tsukamurella inchonensis	Bacteria	7	0.00507463728571429	0.00406209	0.00354708009705423	
D003924	species	44001	Caldicellulosiruptor saccharolyticus	Bacteria	7	0.000195978857142857	0.000153021	0.000117363053025542	
D003924	species	44575	Nitrosomonas cryotolerans	Bacteria	7	0.0001981674	0.000164771	0.00010873102077598	
D003924	species	46240	Paenibacillus apiarius	Bacteria	7	0.000214150285714286	0.0001817	0.000101598010531234	
D003924	species	51101	Brevibacillus agri	Bacteria	7	0.000398342571428571	0.000213794	0.000414700124888598	
D003924	species	53444	Lactobacillus lindneri	Bacteria	7	0.00287492642857143	0.000587536	0.00374647395784956	
D003924	species	59748	Candidatus Phytoplasma australiense	Bacteria	7	0.000271127428571429	0.000266547	0.000165799894891259	
D003924	species	60133	Prevotella pallens	Bacteria	7	0.000568696285714286	0.000266547	0.000903471948583115	
D003924	species	80867	Acidovorax avenae	Bacteria	7	0.001978698	0.000499934	0.00275761945357682	
D003924	species	80869	Acidovorax citrulli	Bacteria	7	0.000735969714285714	0.000252383	0.000912933642090836	
D003924	species	80880	Hylemonella gracilis	Bacteria	7	0.00103316971428571	0.000418463	0.00103177113812992	
D003924	species	81396	Paracoccus sp. MBIC3024	Bacteria	7	0.001635092	0.00110922	0.00149659697609421	
D003924	species	82367	Paracoccus pantotrophus	Bacteria	7	0.0008661772	0.000164771	0.00162601544405064	
D003924	species	83615	Luteimonas mephitis	Bacteria	7	0.00181272525714286	0.000534112	0.00310458299397774	
D003924	species	83816	Methanobrevibacter ruminantium	Archaea	7	0.0199744742857143	0.00474293	0.0355536321588507	
D003924	species	89051	Gordonia desulfuricans	Bacteria	7	0.000416956857142857	0.000504766	0.000217615149153598	
D003924	species	90730	Desulfosarcina cetonica	Bacteria	7	0.000452645142857143	0.00025073	0.000689220958534689	
D003924	species	90736	Moritella marina	Bacteria	7	0.0001677926	0.000129356	0.000100007071091732	
D003924	species	92647	Paraburkholderia tropica	Bacteria	7	0.000899706714285714	0.000616193	0.00107742211925143	
D003924	species	93218	Pandoraea apista	Bacteria	7	0.002055516	0.000310453	0.00240995641261559	
D003924	species	98512	Brevundimonas sp. LMG 9564	Bacteria	7	0.000712645	0.000499934	0.000495305358055008	
D003924	species	109258	Desulfacinum hydrothermale	Bacteria	7	0.000945834142857143	0.000394758	0.0011412637198383	
D003924	species	118246	Ureibacillus terrenus	Bacteria	7	0.000283221485714286	0.000223517	0.000256011799426221	
D003924	species	126385	Providencia alcalifaciens	Bacteria	7	0.00185331171428571	0.000699908	0.00223606717489843	
D003924	species	128944	Aerococcus urinaehominis	Bacteria	7	0.000362936285714286	0.00025073	0.000284653248316681	
D003924	species	150120	Shewanella livingstonensis	Bacteria	7	0.00330908428571429	0.000422826	0.00676518864928308	
D003924	species	154108	Psychrobacter submarinus	Bacteria	7	0.000500222142857143	0.000531216	0.00034710864412526	
D003924	species	157225	Salinicoccus hispanicus	Bacteria	7	0.000716719	0.000261177	0.00122096361780098	
D003924	species	157228	Jeotgalicoccus psychrophilus	Bacteria	7	0.00174020028571429	0.00133528	0.00178115963412882	
D003924	species	163003	Thermococcus cleftensis	Archaea	7	0.000291675428571429	0.000284207	0.000165568983339128	
D003924	species	171399	Paenibacillus sp. DSM 6358	Bacteria	7	0.000239242771428571	0.000221845	0.000129097977250739	
D003924	species	178356	Flavobacterium xinjiangense	Bacteria	7	0.000907674257142857	0.000221845	0.00171804561506451	
D003924	species	181486	Pyrobaculum calidifontis	Archaea	7	0.0003285652	0.000261177	0.000339069008621372	
D003924	species	203471	Tepidiphilus margaritifer	Bacteria	7	0.000366703142857143	0.000223517	0.000435144850235118	
D003924	species	213588	Thermomonas hydrothermalis	Bacteria	7	0.000593414857142857	0.00029996	0.000691390478883539	
D003924	species	216931	Spiroplasma alleghenense	Bacteria	7	0.005924599	0.000780652	0.00972371104272585	
D003924	species	216937	Spiroplasma floricola	Bacteria	7	0.00642091828571429	0.00108137	0.0102237420741558	
D003924	species	216941	Spiroplasma leptinotarsae	Bacteria	7	0.00521910771428571	0.00211193	0.00865048878114886	
D003924	species	232216	Chryseobacterium koreense	Bacteria	7	0.000560585	0.000284207	0.00070061332082469	
D003924	species	244366	Klebsiella variicola	Bacteria	7	0.00751285714285714	0.00771	0.00421031160480122	
D003924	species	247644	marine gamma proteobacterium HTCC2188	Bacteria	7	0.00419540657142857	0.000252383	0.00997565008470853	
D003924	species	251535	Candidatus Blochmannia vafer	Bacteria	7	0.000554882714285714	0.000504766	0.000254234007745302	
D003924	species	252307	Robiginitalea biformata	Bacteria	7	0.00211814242857143	0.000534112	0.00271587767827246	
D003924	species	259354	Desulfatibacillum alkenivorans	Bacteria	7	0.000504004428571429	0.000167044	0.000722006316350224	
D003924	species	262324	Lysobacter gummosus	Bacteria	7	0.00186049557142857	0.000836925	0.00327531279980339	
D003924	species	269259	Nitratiruptor tergarcus	Bacteria	7	0.000228382	0.000195845	0.00011631045476511	
D003924	species	270345	Azotobacter armeniacus	Bacteria	7	0.000450256285714286	0.000221845	0.00060339397894596	
D003924	species	274537	Chlorobaculum limnaeum	Bacteria	7	0.000285360857142857	0.00022211	0.000240800389132734	
D003924	species	290109	Xenorhabdus innexi	Bacteria	7	0.000161380885714286	0.000135297	8.72530573293457E-05	
D003924	species	293050	Rhodococcus kroppenstedtii	Bacteria	7	0.000733157142857143	0.00027199	0.00103035531926231	
D003924	species	304901	Actinospica robiniae	Bacteria	7	0.000332605285714286	0.00027199	0.000167743602147955	
D003924	species	313598	Polaribacter sp. MED152	Bacteria	7	0.00104716442857143	0.0006921	0.000844801073727588	
D003924	species	330922	Psychrobacter cryohalolentis	Bacteria	7	0.000476659714285714	0.000351679	0.000418661205041226	
D003924	species	339866	Thiomonas bhubaneswarensis	Bacteria	7	0.000287588571428571	0.000213794	0.000241953210190081	
D003924	species	340095	Thermodesulfovibrio thiophilus	Bacteria	7	0.000672308771428571	0.000195845	0.00119818628997613	
D003924	species	340956	Desulfovibrio frigidus	Bacteria	7	0.000648733914285714	0.000307515	0.000688625456665657	
D003924	species	351604	Geobacter uraniireducens	Bacteria	7	0.000668009885714286	0.000139488	0.00137772597098155	
D003924	species	355548	Halobacterium jilantaiense	Archaea	7	0.000717860057142857	0.000391691	0.000962559564912577	
D003924	species	364030	Thiomonas delicata	Bacteria	7	0.000284544571428571	0.000213794	0.000179353050406972	
D003924	species	380393	Lactobacillus namurensis	Bacteria	7	0.00112444957142857	0.000632323	0.00150965048575941	
D003924	species	392838	Bacteroides propionicifaciens	Bacteria	7	0.00205503928571429	0.000442617	0.00251165181017776	
D003924	species	393921	Porphyromonas crevioricanis	Bacteria	7	0.000228950571428571	0.000154048	0.00015948141975254	
D003924	species	399579	Thermogymnomonas acidicola	Archaea	7	0.000203393485714286	0.000153716	0.000120792230386939	
D003924	species	402648	Streptomyces hainanensis	Bacteria	7	0.00391148842857143	0.00292924	0.00391853582407774	
